Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
88.0, Beginner, Answer,0,Student79,30,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0, Warship, Merchant, Port, Port, Bow, Bow, None,10424.08, None,330.9167,0,12.24927, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Port, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
212.0, Beginner, Answer,0,Student79,56,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0, Merchant, Merchant, Starboard, Starboard, Bow, Bow,9849,9565.77, None,1.974315,86,358.8669, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
311.0, Beginner, Answer,0,Student79,98,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,9573,9138.53,347,347.0427,10,7.363159, no, No, Starboard, Starboard, Beam, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
445.0, Beginner, Answer,0,Student79,78,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,8461,7063.637,351,351.3883,98,6.715546, no, No, Starboard, Starboard, Beam, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
516.0, Beginner, Answer,0,Student79,66,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0, Merchant, Merchant, Port, Starboard, Bow, Bow, None,7699.233, None,27.04693,344,345.0825, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
612.0, Beginner, Answer,0,Student79,68,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow, None,2308.809, None,359.416,196,179.416, no, No, Port, Port, Bow, Beam, None, , Overtaking, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
713.0, Beginner, Answer,0,Student79,98,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,9597,7699.44,13,13.73919,350,352.3377, no, No, Port, Port, Beam, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
832.0, Beginner, Answer,0,Student79,76,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,8963,6952.578,357,357.5342,107,1.525177, no, No, Starboard, Starboard, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
925.0, Beginner, Answer,0,Student79,98,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Starboard, Starboard, Beam, Beam,8653,7084.764,56,56.51157,340,338.0695, no, No, Port, Port, Bow, Bow, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 60 degrees, 10 degrees, , 
1056.0, Beginner, Answer,0,Student79,93,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,9839,7989.733,27,27.38495,350,348.1551, no, No, Starboard, Port, Beam, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
